"idPredmet";"vysledek";"zkouskove_otazky";"idClovek";"termin";"datum_terminu";"mistnost";"zacatek";"idClovekPrvniZkousejici";"idClovekDruhyZkousejici";"semestrSplneni"
"8988";"S";"";"3809";"-1";"2003-02-24 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3809";"-1";"2005-04-22 00:00:00.0";"";"";"-1";"-1";"8"
"";"N";"";"3809";"-1";"";"";"";"-1";"-1";"9"
"8980";"S";"";"3810";"-1";"2003-01-30 00:00:00.0";"";"";"-1";"-1";"1"
"";"U";"";"3809";"-1";"2003-09-17 00:00:00.0";"";"";"-1";"-1";"5"
"5795";"S";"";"3810";"-1";"2002-07-11 00:00:00.0";"";"";"-1";"-1";"2"
"1382";"S";"";"3810";"-1";"2002-12-17 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3810";"-1";"2002-06-24 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3810";"-1";"2005-04-22 00:00:00.0";"";"";"-1";"-1";"8"
"7285";"S";"";"3810";"-1";"2004-05-03 00:00:00.0";"";"";"-1";"-1";"5"
"";"U";"";"3810";"-1";"2004-03-10 00:00:00.0";"";"";"-1";"-1";"7"
"5879";"S";"";"3844";"-1";"2003-09-22 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3844";"-1";"2005-05-24 00:00:00.0";"";"";"-1";"-1";"10"
"8989";"S";"";"3808";"-1";"2003-12-11 00:00:00.0";"";"";"-1";"-1";"3"
"8874";"S";"";"3808";"-1";"2004-06-22 00:00:00.0";"";"";"-1";"-1";"5"
"";"S";"";"3808";"-1";"2005-06-13 00:00:00.0";"";"";"-1";"-1";"5"
"1133";"S";"";"3808";"-1";"2003-09-17 00:00:00.0";"";"";"-1";"-1";"6"
"1134";"N";"";"3808";"-1";"";"";"";"-1";"-1";"8"
"";"S";"";"3808";"-1";"2005-04-22 00:00:00.0";"";"";"-1";"-1";"8"
"";"N";"";"3808";"-1";"";"";"";"-1";"-1";"9"
"";"N";"";"3808";"-1";"";"";"";"-1";"-1";"9"
"8891";"S";"";"2044";"-1";"2002-02-22 00:00:00.0";"";"";"-1";"-1";"1"
"8967";"S";"";"2044";"-1";"2002-10-31 00:00:00.0";"";"";"-1";"-1";"2"
"1134";"S";"";"2044";"-1";"2003-10-22 00:00:00.0";"";"";"-1";"-1";"4"
"1393";"S";"";"2044";"-1";"2003-02-20 00:00:00.0";"";"";"-1";"-1";"3"
"5795";"S";"";"2044";"-1";"2003-06-05 00:00:00.0";"";"";"-1";"-1";"4"
"";"U";"";"2044";"-1";"2001-11-16 00:00:00.0";"";"";"-1";"-1";"4"
"";"U";"";"2044";"-1";"2003-11-10 00:00:00.0";"";"";"-1";"-1";"5"
"8891";"S";"";"2041";"-1";"2002-02-22 00:00:00.0";"";"";"-1";"-1";"1"
"8998";"S";"";"2041";"-1";"2002-05-27 00:00:00.0";"";"";"-1";"-1";"1"
"8984";"S";"";"2041";"-1";"2002-10-31 00:00:00.0";"";"";"-1";"-1";"2"
"1134";"S";"";"2041";"-1";"2003-10-23 00:00:00.0";"";"";"-1";"-1";"4"
"1393";"S";"";"2041";"-1";"2003-02-20 00:00:00.0";"";"";"-1";"-1";"3"
"";"U";"";"2041";"-1";"2001-11-16 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"2041";"-1";"2003-12-05 00:00:00.0";"";"";"-1";"-1";"5"
"8982";"S";"";"2041";"-1";"2003-07-03 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"1984";"-1";"2002-04-08 00:00:00.0";"";"";"-1";"-1";"1"
"1391";"S";"";"1984";"-1";"2002-07-15 00:00:00.0";"";"";"-1";"-1";"1"
"";"U";"";"1984";"-1";"2002-01-24 00:00:00.0";"";"";"-1";"-1";"2"
"8970";"S";"";"1984";"-1";"2002-03-25 00:00:00.0";"";"";"-1";"-1";"1"
"";"S";"";"4686";"-1";"2002-07-22 00:00:00.0";"";"";"-1";"-1";"1"
"8893";"S";"";"4686";"-1";"2003-01-29 00:00:00.0";"";"";"-1";"-1";"1"
"";"S";"";"4686";"-1";"2003-05-27 00:00:00.0";"";"";"-1";"-1";"4"
"1133";"S";"";"4686";"-1";"2005-06-29 00:00:00.0";"";"";"-1";"-1";"4"
"";"U";"";"4686";"-1";"2005-09-16 00:00:00.0";"";"";"-1";"-1";"5"
"8899";"S";"";"3194";"-1";"2002-05-21 00:00:00.0";"";"";"-1";"-1";"1"
"1393";"S";"";"3194";"-1";"2002-03-22 00:00:00.0";"";"";"-1";"-1";"1"
"8825";"S";"";"3194";"-1";"2002-09-18 00:00:00.0";"";"";"-1";"-1";"2"
"8893";"S";"";"3194";"-1";"2003-01-29 00:00:00.0";"";"";"-1";"-1";"1"
"1135";"S";"";"3194";"-1";"2002-12-17 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3194";"-1";"2003-02-05 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3194";"-1";"2003-05-29 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3194";"-1";"2004-07-01 00:00:00.0";"";"";"-1";"-1";"5"
"";"S";"";"3782";"-1";"2002-11-13 00:00:00.0";"";"";"-1";"-1";"2"
"";"S";"";"3782";"-1";"2003-01-29 00:00:00.0";"";"";"-1";"-1";"3"
"8893";"S";"";"3782";"-1";"2003-12-04 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3782";"-1";"2004-01-15 00:00:00.0";"";"";"-1";"-1";"5"
"1382";"S";"";"2081";"-1";"2002-02-22 00:00:00.0";"";"";"-1";"-1";"1"
"1379";"S";"";"2081";"-1";"2002-02-28 00:00:00.0";"";"";"-1";"-1";"1"
"1393";"S";"";"2081";"-1";"2002-05-28 00:00:00.0";"";"";"-1";"-1";"1"
"8953";"S";"";"2081";"-1";"2002-04-29 00:00:00.0";"";"";"-1";"-1";"1"
"";"S";"";"2081";"-1";"2003-02-05 00:00:00.0";"";"";"-1";"-1";"3"
"8825";"S";"";"2081";"-1";"2003-10-21 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"2081";"-1";"2004-01-15 00:00:00.0";"";"";"-1";"-1";"5"
"";"S";"";"2081";"-1";"2005-06-23 00:00:00.0";"";"";"-1";"-1";"6"
"";"N";"";"2041";"-1";"";"";"";"-1";"-1";"9"
"";"S";"";"3849";"-1";"2002-02-19 00:00:00.0";"";"";"-1";"-1";"3"
"8989";"S";"";"1984";"-1";"2003-03-19 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"1984";"-1";"2003-06-13 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"1984";"-1";"2005-06-30 00:00:00.0";"";"";"-1";"-1";"5"
"";"S";"";"3844";"-1";"2002-05-27 00:00:00.0";"";"";"-1";"-1";"3"
"8972";"S";"";"3844";"-1";"2002-10-15 00:00:00.0";"";"";"-1";"-1";"3"
"1133";"S";"";"3820";"-1";"2004-01-16 00:00:00.0";"";"";"-1";"-1";"1"
"1133";"S";"";"3820";"-1";"2004-01-16 00:00:00.0";"";"";"-1";"-1";"2"
"1391";"S";"";"3784";"-1";"2003-03-31 00:00:00.0";"";"";"-1";"-1";"1"
"8966";"S";"";"3784";"-1";"2003-03-07 00:00:00.0";"";"";"-1";"-1";"1"
"";"S";"";"3784";"-1";"2003-05-29 00:00:00.0";"";"";"-1";"-1";"2"
"";"S";"";"3784";"-1";"2004-06-24 00:00:00.0";"";"";"-1";"-1";"4"
"8956";"S";"";"3784";"-1";"2004-11-18 00:00:00.0";"";"";"-1";"-1";"3"
"8999";"S";"";"3784";"-1";"2004-01-20 00:00:00.0";"";"";"-1";"-1";"3"
"1133";"S";"";"3784";"-1";"2003-02-04 00:00:00.0";"";"";"-1";"-1";"1"
"1133";"S";"";"3784";"-1";"2003-02-04 00:00:00.0";"";"";"-1";"-1";"2"
"8994";"S";"";"3315";"-1";"2003-05-13 00:00:00.0";"";"";"-1";"-1";"2"
"1134";"S";"";"3784";"-1";"2005-02-21 00:00:00.0";"";"";"-1";"-1";"3"
"1134";"S";"";"3784";"-1";"2005-02-21 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3784";"-1";"2005-09-08 00:00:00.0";"";"";"-1";"-1";"5"
"8893";"S";"";"3315";"-1";"2004-07-01 00:00:00.0";"";"";"-1";"-1";"3"
"8997";"S";"";"3315";"-1";"2003-02-26 00:00:00.0";"";"";"-1";"-1";"3"
"8856";"S";"";"3315";"-1";"2003-04-18 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3315";"-1";"2004-05-27 00:00:00.0";"";"";"-1";"-1";"4"
"";"U";"";"3315";"-1";"2004-06-10 00:00:00.0";"";"";"-1";"-1";"5"
"1391";"S";"";"3315";"-1";"2004-07-26 00:00:00.0";"";"";"-1";"-1";"1"
"1133";"S";"";"3315";"-1";"";"";"";"-1";"-1";"3"
"1133";"S";"";"3315";"-1";"";"";"";"-1";"-1";"4"
"1139";"S";"";"3315";"-1";"2004-10-18 00:00:00.0";"";"";"-1";"-1";"3"
"1139";"S";"";"3315";"-1";"2004-10-18 00:00:00.0";"";"";"-1";"-1";"4"
"";"S";"";"3315";"-1";"2005-03-22 00:00:00.0";"";"";"-1";"-1";"5"
"8893";"S";"";"3280";"-1";"2003-09-16 00:00:00.0";"";"";"-1";"-1";"1"
"8997";"S";"";"3280";"-1";"2003-10-02 00:00:00.0";"";"";"-1";"-1";"1"
"8961";"S";"";"3280";"-1";"2003-09-22 00:00:00.0";"";"";"-1";"-1";"2"
"8856";"S";"";"3280";"-1";"2003-10-20 00:00:00.0";"";"";"-1";"-1";"2"
"";"U";"";"3280";"-1";"2004-01-05 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3280";"-1";"2004-06-24 00:00:00.0";"";"";"-1";"-1";"4"
"1133";"S";"";"3280";"-1";"2005-01-25 00:00:00.0";"";"";"-1";"-1";"3"
"1133";"S";"";"3280";"-1";"2005-01-25 00:00:00.0";"";"";"-1";"-1";"4"
"1391";"S";"";"3280";"-1";"2004-10-26 00:00:00.0";"";"";"-1";"-1";"3"
"1134";"S";"";"3280";"-1";"";"";"";"-1";"-1";"1"
"1134";"S";"";"3280";"-1";"";"";"";"-1";"-1";"2"
"";"S";"";"3280";"-1";"2005-05-25 00:00:00.0";"";"";"-1";"-1";"6"
"8849";"S";"";"3792";"-1";"2003-01-23 00:00:00.0";"";"";"-1";"-1";"1"
"1134";"S";"";"3835";"-1";"2003-06-30 00:00:00.0";"";"";"-1";"-1";"5"
"1134";"S";"";"3835";"-1";"2003-06-30 00:00:00.0";"";"";"-1";"-1";"6"
"1133";"S";"";"1984";"-1";"2003-10-07 00:00:00.0";"";"";"-1";"-1";"3"
"1133";"S";"";"1984";"-1";"2003-10-07 00:00:00.0";"";"";"-1";"-1";"4"
"8983";"S";"";"1984";"-1";"2003-06-26 00:00:00.0";"";"";"-1";"-1";"3"
"8986";"S";"";"3601";"-1";"2003-07-01 00:00:00.0";"";"";"-1";"-1";"2"
"8999";"S";"";"3601";"-1";"2004-01-20 00:00:00.0";"";"";"-1";"-1";"3"
"";"S";"";"3601";"-1";"2004-01-07 00:00:00.0";"";"";"-1";"-1";"3"
"1133";"S";"";"3601";"-1";"2004-10-26 00:00:00.0";"";"";"-1";"-1";"3"
"1133";"S";"";"3601";"-1";"2004-10-26 00:00:00.0";"";"";"-1";"-1";"4"
"1134";"S";"";"3601";"-1";"";"";"";"-1";"-1";"3"
"1391";"S";"";"3601";"-1";"2003-06-19 00:00:00.0";"";"";"-1";"-1";"1"
"1134";"S";"";"3601";"-1";"";"";"";"-1";"-1";"4"
"";"S";"";"2017";"-1";"2003-02-21 00:00:00.0";"";"";"-1";"-1";"1"
"";"S";"";"3601";"-1";"2005-01-20 00:00:00.0";"";"";"-1";"-1";"5"
"";"N";"";"3601";"-1";"";"";"";"-1";"-1";"6"
"";"S";"";"3601";"-1";"2004-06-24 00:00:00.0";"";"";"-1";"-1";"4"
"8973";"S";"";"2017";"-1";"2003-09-08 00:00:00.0";"";"";"-1";"-1";"2"
"";"S";"";"2017";"-1";"2005-08-08 00:00:00.0";"";"";"-1";"-1";"6"
"1133";"S";"";"2017";"-1";"2004-05-18 00:00:00.0";"";"";"-1";"-1";"7"
"1133";"S";"";"2017";"-1";"2004-05-18 00:00:00.0";"";"";"-1";"-1";"8"
"1137";"S";"";"2017";"-1";"";"";"";"-1";"-1";"7"
"1137";"N";"";"2017";"-1";"";"";"";"-1";"-1";"8"
"";"N";"";"2017";"-1";"";"";"";"-1";"-1";"7"
"";"N";"";"2017";"-1";"";"";"";"-1";"-1";"8"
